_NAME_,Factor1,Factor2,Factor3,Factor4,loaded,factor,pole
v000368,0.1990604739,-0.253737213,0.5523371488,-0.131455502,1,fac3,1
v000369,0.2610915541,-0.135147872,0.069951589,0.2252433191,0,,
v000370,0.3422025988,0.0040827622,-0.226685522,0.0354705251,1,fac1,1
v000371,0.0887540614,0.4903552542,-0.109175768,-0.163256186,1,fac2,1
v000372,0.1431359592,-0.000377093,-0.185881604,-0.272238225,0,,
v000373,0.1448843673,0.2038570337,-0.016339404,0.1457945885,0,,
v000374,-0.436562451,0.0654121175,0.7085065602,-0.150129655,1,fac3,1
v000375,0.3099388139,-0.02697491,0.0470282275,-0.132311488,1,fac1,1
v000376,0.2039509463,-0.069483986,0.2788758706,-0.371959394,1,fac4,-1
v000377,0.3443983644,-0.257208294,-0.112753912,-0.363015116,1,fac4,-1
v000378,-0.017345804,0.0777616267,-0.331586889,0.0012022503,1,fac3,-1
v000379,0.0671970879,-0.493580759,-0.268876964,0.0384153466,1,fac2,-1
v000380,0.2350506591,0.0065453955,0.2659041757,0.0090279916,0,,
v000381,0.1079308627,0.242251053,-0.065435342,0.3729085993,1,fac4,1
v000382,0.1071442183,0.5194482449,-0.128548116,0.1868953119,1,fac2,1
v000384,0.2136249899,-1.121563932,-0.580244548,-0.182920496,1,fac2,-1
v000385,0.0331613336,-0.02384878,0.0990204861,-0.334580049,1,fac4,-1
v000386,0.1716518754,0.215184066,0.3324309298,-0.385063106,1,fac4,-1
v000387,-0.060512264,0.0936530555,-0.287559543,0.0176558912,0,,
v000388,0.2450146803,0.3124706331,-0.015972937,-0.19866844,1,fac2,1
v000389,0.1225938796,0.1196406497,0.1189125147,-0.143880751,0,,
v000390,0.537124668,-0.381688202,0.0467979178,0.0269587067,1,fac1,1
v000391,0.2508250589,0.0813709818,0.3722640893,0.0156403088,1,fac3,1
v000392,-0.001364204,0.1950829965,0.3645284358,0.1373326461,1,fac3,1
v000393,-0.363927106,-0.228072798,-0.593735868,-0.220467698,1,fac3,-1
v000394,0.3457281288,-0.142933793,0.3054251011,-0.001644994,1,fac1,1
v000395,0.4392530444,0.3163881321,-0.035105173,-0.168588962,1,fac1,1
v000396,0.1047740983,-0.12817185,-0.26194892,-0.060397798,0,,
v000397,0.1272553612,0.4075591761,0.2576648627,0.0084813666,1,fac2,1
v000398,0.0383439797,0.0968602629,0.0525440377,-0.322178656,1,fac4,-1
v000399,0.2638240805,0.0502382536,0.2093211032,0.0787995628,0,,
v000400,0.3183608062,0.1668101714,0.0614685536,0.3338016967,1,fac4,1
v000401,-0.344655203,0.4804059384,-0.295895458,-0.057635356,1,fac2,1
v000402,0.2805688767,-0.667244237,-0.004298351,-0.069147899,1,fac2,-1
v000403,-0.321225037,-0.274861408,-0.628887476,-0.016008397,1,fac3,-1
v000404,0.3661657895,0.1227446538,0.1292690181,-0.041272303,1,fac1,1
v000405,0.28672841,-0.010360824,0.2184129317,0.1819306393,0,,
v000406,0.3832976494,0.1151112211,-0.00975491,-0.083641173,1,fac1,1
v000407,0.2268561069,0.138532885,-0.1098755,-0.243558177,0,,
v000408,0.5052205598,-0.230204594,0.2626272887,-0.064599085,1,fac1,1
v000409,0.3612325783,0.235332535,0.0429484045,0.0142042296,1,fac1,1
v000410,0.2826765983,-0.262483467,0.2697688934,0.0828480759,0,,
v000411,0.2360753355,0.1120729032,0.2508011176,0.0833382778,0,,
v000412,-0.066881313,-0.056102563,0.1813009805,0.6984785811,1,fac4,1
v000413,0.0144884012,0.5181951986,-0.073713726,0.3122184714,1,fac2,1
v000414,0.277104672,-0.013194286,0.3302584525,0.0999695133,1,fac3,1
v000415,-0.434150447,-0.151422877,-0.431728058,0.021237677,1,fac1,-1
v000416,0.271386742,-0.092339138,-0.010726767,-0.333267265,1,fac4,-1
v000417,0.3289759638,-0.08050885,0.2038229784,-0.126601358,1,fac1,1
v000418,0.3939133503,0.2239288991,0.0992013532,-0.025607644,1,fac1,1
v000419,0.3879465325,0.1336921487,-0.074078621,0.2162084479,1,fac1,1
v000420,0.3120071709,-0.02618574,-0.054942331,-0.038809249,1,fac1,1
v000421,0.0456243279,-0.042382692,-0.293734183,0.2643283128,0,,
v000422,0.0823876136,0.4469260941,0.0993981291,-0.035998021,1,fac2,1
v000423,0.1818407607,0.418574247,0.1888609291,-0.192916953,1,fac2,1
v000424,-0.73457911,-0.196379767,0.2557584953,0.4517670008,1,fac1,-1
v000425,-0.065356283,-0.058641608,0.2271234275,0.6074258862,1,fac4,1
v000426,0.1866283588,0.1382022486,0.257867142,0.6338096912,1,fac4,1
v000427,-0.435457718,0.2269202432,-0.350409797,-0.103182386,1,fac1,-1
v000428,0.5306832925,0.0114364882,0.0799497373,-0.120867044,1,fac1,1
v000429,0.4223556326,0.1142783144,-0.017827648,-0.162151952,1,fac1,1
v000430,-0.00269038,-0.469889003,-0.246033581,0.6446455677,1,fac4,1
v000431,0.3199478637,0.166831457,0.0410430142,0.1220044677,1,fac1,1
v000432,0.2847440625,-0.07631314,0.1886194682,0.0477923327,0,,
v000433,0.2820339928,0.0568920005,0.0445219783,0.1405860674,0,,
v000434,0.2980100136,0.3938042293,-0.15043421,-0.290534317,1,fac2,1
v000435,-0.038026359,0.2687926914,-0.171298739,-0.404491521,1,fac4,-1
v000436,0.1784471297,0.2465754199,0.0438485283,0.0803873434,0,,
v000437,0.2568879947,0.4015509457,0.0650477976,0.1662262492,1,fac2,1
v000438,0.2565545525,0.0171234095,0.2467414704,0.1984138279,0,,
v000439,0.2755925246,-0.469167164,0.4852197797,-0.117567257,1,fac3,1
v000440,-0.432127546,-0.265260353,0.5267229545,-0.16707558,1,fac3,1
v000441,0.4810710203,0.3704303867,0.2902044257,-0.349594225,1,fac1,1
v000442,0.3109026649,0.3144738138,0.0548749192,-0.014096181,1,fac2,1
v000443,-0.774715897,0.0306980132,0.6433567209,-0.3148661,1,fac1,-1
v000445,-0.189816154,0.6199638417,0.3000664252,0.1716114155,1,fac2,1
v000446,0.2903258373,-0.042762696,0.3051981079,0.0523959388,1,fac3,1
v000447,0.3332920276,0.2130008453,-0.017016921,-0.091921726,1,fac1,1
v000448,0.4164999758,-0.165788872,0.0103223811,0.4673210284,1,fac4,1
v000449,0.5097301663,-0.063896276,0.137187544,-0.147873023,1,fac1,1
v000450,-0.053690652,0.4290437138,0.2742993863,0.0647963759,1,fac2,1
v000451,0.2725479479,0.0435212784,-0.066406344,0.1525327928,0,,
v000452,0.3773945298,0.1568134774,0.0077465988,0.1211540975,1,fac1,1
v000455,-0.030761434,-0.393640154,0.4438570029,0.3906858464,1,fac3,1
v000456,0.4244335102,-0.099643647,0.1253490616,-0.511117792,1,fac4,-1
v000457,0.3558601918,-0.435446637,-0.182875134,-0.416679212,1,fac2,-1
v000458,0.0962745793,0.3495727401,0.079747496,0.2287697876,1,fac2,1
v000459,0.278704655,0.193351662,-0.172235683,0.4350103398,1,fac4,1
v000460,-0.23419056,0.4089981039,-0.097555094,0.095805448,1,fac2,1
v000461,-0.765696363,-0.47602419,-0.890999239,-0.320228296,1,fac3,-1
v000462,0.09097937,-0.311459517,0.5858606881,0.0989684187,1,fac3,1
v000463,0.1219696666,-0.595171839,-0.01770928,-0.032326903,1,fac2,-1
v000464,-0.808033474,-0.087391795,-0.382245677,-0.022771397,1,fac1,-1
v000465,0.4576996023,-0.012067276,-0.178290896,-0.016070051,1,fac1,1
v000466,-0.082531321,0.1428277122,-0.381094637,0.04031543,1,fac3,-1
v000467,0.0749712766,-0.042018019,-0.097680886,0.4767181619,1,fac4,1
v000468,-0.493744532,0.4148149696,-0.477514372,-0.020621995,1,fac1,-1
v000469,0.1194991151,-0.281825355,-0.31896162,-0.2514065,1,fac3,-1
v000470,-0.008720789,0.0061723445,-0.220497346,0.0546923832,0,,
v000471,0.2620209283,0.337647536,0.0360340628,-0.376537312,1,fac4,-1
v000472,0.1274571681,0.4332366291,0.0613649759,0.1622102364,1,fac2,1
v000473,0.2899854436,-0.08975759,0.2532197581,-0.290097696,0,,
v000474,0.4258178922,0.1031443604,0.1096600053,-0.013441789,1,fac1,1
v000475,0.1480060005,0.0831454495,0.2706767944,0.0552739077,0,,
v000476,-0.472427836,-0.485613156,-0.516969234,0.726084618,1,fac4,1
v000477,0.1908518512,0.3888970728,0.0291901467,-0.138953708,1,fac2,1
v000478,0.0065615954,0.8077967899,0.0035923058,-0.430908382,1,fac2,1
v000479,0.4823276841,0.0261080127,-0.000180379,0.4064023449,1,fac1,1
v000480,0.2404395135,-0.146217691,-0.087635415,0.2676355152,0,,
v000481,0.0826030513,-0.104302966,-0.120531012,0.4557251373,1,fac4,1
v000482,-0.239717292,0.2638253517,0.8140306396,-0.092242822,1,fac3,1
v000483,0.2055236542,-0.930157943,-0.390476459,-0.069870441,1,fac2,-1
v000485,0.0872081287,-0.045673126,-0.171028358,0.1790314102,0,,
v000486,0.4077770541,0.1560590597,0.1752660321,-0.030411448,1,fac1,1
v000487,0.2683811283,0.2488377608,0.0692672228,-0.0490699,0,,
v000488,0.3330580638,0.0012712158,0.1737940519,0.3721189707,1,fac4,1
v000489,-0.037573512,0.2446829836,-0.163899177,0.1891180819,0,,
v000490,0.1240168837,0.4052865643,-0.139237595,0.2319874378,1,fac2,1
v000491,-0.889663718,-0.211402244,-0.84403876,-0.330856268,1,fac1,-1
v000492,0.3647484872,-0.235364705,0.1484786164,-0.175923023,1,fac1,1
v000493,0.426509707,0.1102018965,0.0642470157,0.1858381611,1,fac1,1
v000494,0.1658150946,0.5185549089,0.1560708308,-0.235568512,1,fac2,1
v000495,0.3085579074,-0.108966666,0.2008731545,0.2053501307,1,fac1,1
v000496,0.2934929385,0.1647027521,0.3120063133,0.1126937612,1,fac3,1
v000497,0.2534445845,-0.845604378,0.0839805115,-0.11636603,1,fac2,-1
v000498,-0.121733365,0.235960726,-0.077463327,-0.239906421,0,,
v000499,0.2182771274,-0.061579477,0.4759064451,0.0598048591,1,fac3,1
v000500,0.4314508854,0.2534566621,0.0838898653,0.1679489598,1,fac1,1
v000501,0.1351848356,0.0228209289,0.0926435654,0.3289702535,1,fac4,1
v000502,0.4149973099,0.0029298445,0.0173876734,0.2934284168,1,fac1,1
v000503,-0.151386679,-0.111583941,-0.599822855,-0.319226416,1,fac3,-1
v000506,0.339332935,-0.008824668,0.127259614,-0.256536539,1,fac1,1
v000507,0.4583863759,-0.072895922,0.1308160909,0.2045676642,1,fac1,1
v000508,0.4471392064,-0.076876865,0.181306024,0.1182168614,1,fac1,1
v000509,0.0971301426,-0.106074741,0.3696937535,-0.045642222,1,fac3,1
v000510,0.1996483478,0.0110340617,-0.079550207,0.7965439189,1,fac4,1
v000511,-0.366708484,0.1584326487,-0.199546491,-0.338839447,1,fac1,-1
v000512,-0.337158334,-0.377729402,0.8936221584,-0.217147538,1,fac3,1
v000513,0.0857776742,-0.634298297,0.5781900951,-0.20952106,1,fac2,-1
v000514,0.3699274641,0.1467820894,-0.038961115,0.0147819237,1,fac1,1
v000515,0.3134198887,0.1179517931,-0.025239606,0.2256278,1,fac1,1
v000516,0.1843738801,0.551219994,0.0460615536,-0.005961932,1,fac2,1
v000517,0.3656381343,-0.005903071,0.1294724636,0.0719035007,1,fac1,1
v000518,0.3561140477,0.0705068086,0.0731979934,0.0627319797,1,fac1,1
v000519,0.3905640294,-0.309164002,0.136159185,-0.004545186,1,fac1,1
v000520,0.2065167227,0.2498442816,-0.046127915,0.1026314199,0,,
v000521,0.2738911098,-0.240213941,0.3671408953,-0.061243621,1,fac3,1
v000522,0.4715972891,0.0149626996,0.0093761429,-0.260450326,1,fac1,1
v000523,0.3336154639,0.1416807236,0.1639446069,0.0463633048,1,fac1,1
v000524,0.1872915985,-0.214802359,-0.229422124,-0.453235709,1,fac4,-1
v000525,0.3363896847,0.0307531089,-0.022006292,-0.165602312,1,fac1,1
v000526,0.1359232033,0.0506225691,0.0292162147,0.4990477258,1,fac4,1
v000527,0.3153634308,0.1194374591,0.1657862408,0.0902935853,1,fac1,1
v000528,-0.21045457,0.1115072067,0.5191090322,0.0471850392,1,fac3,1
v000529,-0.322866057,-0.611123783,-0.696515125,-0.41395783,1,fac3,-1
v000530,0.4018111698,-0.180689734,0.1712438115,0.0912363649,1,fac1,1
v000531,0.401112036,-0.059382266,0.1030890413,0.2660371734,1,fac1,1
v000532,0.6451393746,-0.508813646,-0.028396292,-0.241425365,1,fac1,1
v000533,-0.069557937,0.232323105,0.4796049328,0.1318754717,1,fac3,1
v000534,0.4905149092,-0.22940519,-0.197593752,0.0531821689,1,fac1,1
v000535,0.2380085801,0.0275355397,0.0061381323,0.0059381025,0,,
v000536,0.3080426882,0.0992116633,0.0731738665,0.0929805391,1,fac1,1
v000537,0.3317383233,-0.012070944,0.3140685554,-0.005739134,1,fac1,1
v000538,0.2960974944,0.1590655008,0.0212917383,0.1832205614,0,,
v000539,0.1090549951,0.5062726295,0.0801858134,0.2029624049,1,fac2,1
v000540,-0.074585262,0.3774170197,0.3889132962,0.0167377196,1,fac3,1
v000541,0.4767967112,0.1045766033,0.0246906118,0.0893825486,1,fac1,1
v000542,0.271727217,0.1728151528,-0.069392124,0.0202814904,0,,
v000543,0.1749475505,0.4076194933,0.2777778454,-0.076853291,1,fac2,1
v000544,0.2874454411,0.1099026446,-0.054661475,-0.023839422,0,,
v000545,0.235752466,0.1074788716,0.2980648223,-0.134995572,0,,
v000546,-0.022063127,0.1312031579,-0.36199508,0.2023720079,1,fac3,-1
v000547,0.5385725765,-0.31974884,0.0104434588,-0.189459089,1,fac1,1
v000548,0.5017566796,-0.137235203,0.0319376564,0.0136953168,1,fac1,1
v000549,0.3984330387,0.007925361,-0.093836579,0.2892050409,1,fac1,1
v000550,0.3651602371,0.1198539838,-0.079483562,0.1207959781,1,fac1,1
v000551,0.2755377456,0.0032764254,0.3126802389,-0.082970479,1,fac3,1
v000552,0.2060398,0.0111809855,0.550297457,-0.126179095,1,fac3,1
v000553,0.4471757516,0.0704385217,-0.072408625,0.127821926,1,fac1,1
v000554,-0.594957597,0.0332454493,-0.573921844,-0.057799184,1,fac1,-1
v000555,-0.326923847,-0.146506103,-0.299910943,0.1826369856,1,fac1,-1
v000556,0.413379953,0.237439407,0.1430522408,-0.093361954,1,fac1,1
v000557,0.072713292,0.3544441637,-0.15234841,0.172287972,1,fac2,1
v000558,-0.342188827,0.5521891941,-0.062907403,0.3259760762,1,fac2,1
v000559,-0.532569344,-0.244945736,-0.460101045,-0.226089491,1,fac1,-1
v000560,0.1069190553,0.2853024864,-0.115902786,0.3697965012,1,fac4,1
v000562,0.3158929569,0.162573264,-0.268229421,-0.041938203,1,fac1,1
v000563,0.3771034591,0.0548816655,0.0024627729,0.1699988658,1,fac1,1
v000564,0.4086545119,-0.042071963,0.0450078937,0.0278497803,1,fac1,1
v000565,0.3988699612,-0.186635319,0.0852485319,-0.119414766,1,fac1,1
v000566,-0.145983304,-0.068634867,0.0730107043,0.1604746551,0,,
v000567,0.0845152848,-0.120613334,0.5009388759,-0.029374796,1,fac3,1
v000568,0.0797939073,-0.199121186,0.0450864766,0.262369067,0,,
v000569,0.3765975585,0.1284928644,0.2397116355,0.1720553514,1,fac1,1
v000570,-0.006492395,0.1826586565,-0.213707178,0.1018050001,0,,
v000571,0.3379167671,-0.0141413,0.148486203,0.2621097539,1,fac1,1
v000572,0.1766551612,0.5286385257,-0.1631028,-0.336233786,1,fac2,1
v000575,0.1361399311,0.0229305014,-0.054497656,0.2037483783,0,,
v000576,0.3374127742,0.077059343,0.0441846017,-0.207300167,1,fac1,1
v000577,0.2877607426,0.1827758176,0.0030431521,0.0860933472,0,,
v000578,0.3711189073,0.2107380891,-0.159441067,0.1241093792,1,fac1,1
v000579,0.3252697101,-0.10787371,0.3018292777,0.0562475049,1,fac1,1
v000580,-0.519113465,-0.226763712,-0.381143776,0.6686967899,1,fac4,1
v000581,0.0180317815,0.3641191145,-0.08510553,0.3838758423,1,fac4,1
v000582,0.1147048739,0.2662372067,0.3480939002,0.0503567865,1,fac3,1
v000583,0.1264743719,0.5229553545,0.0553239817,0.2135865484,1,fac2,1
v000584,0.3365048048,0.241583395,0.0672179819,0.2726245905,1,fac1,1
v000585,0.401280823,-0.146684228,0.3005300133,0.0463862531,1,fac1,1
v000586,0.1268944509,-0.643019734,0.0801278714,0.4902419993,1,fac2,-1
v000587,0.3173324712,-0.345437692,0.3369779501,-0.252522278,1,fac2,-1
v000588,0.4948136115,-0.318284243,-0.113472175,-0.125737095,1,fac1,1
v000589,0.1995027809,-0.478337788,-0.434082196,-0.206596266,1,fac2,-1
v000590,0.0951781814,0.1848627103,-0.195162324,0.4522544849,1,fac4,1
v000591,0.3038840851,0.1430243639,0.066594052,-0.127131354,1,fac1,1
v000592,-0.017694876,-0.347048923,-0.323545436,0.056589643,1,fac2,-1
v000593,-0.553514757,0.251618926,0.4535347701,0.0022028361,1,fac1,-1
v000594,0.4170036947,-0.423900076,0.1463432394,0.1150149801,1,fac2,-1
v000595,-0.091271201,-0.031048904,-0.02846071,0.8322795243,1,fac4,1
v000596,0.248937749,-0.239459883,0.365531171,0.0016696869,1,fac3,1
v000597,0.3152237326,0.1144447763,0.1168725595,0.2375659986,1,fac1,1
v000598,-0.328704921,-0.258632996,-0.239639452,-0.348747971,1,fac4,-1
v000599,-0.315832592,-0.372509282,-0.662915179,-0.281862323,1,fac3,-1
v000600,0.2197690817,-0.074573259,0.2489931722,0.1196766999,0,,
v000601,0.0090290074,-0.601025701,0.6373846675,-0.070641578,1,fac3,1
v000602,0.0764141416,0.2125659994,0.1116915968,0.3315885029,1,fac4,1
v000603,0.1351585594,-0.163017749,0.4158932184,-0.017496491,1,fac3,1
v000604,0.3268228937,-0.118044353,0.1107592972,0.0514619535,1,fac1,1
v000605,0.0237896487,-0.342116892,0.7260413301,-0.174297261,1,fac3,1
v000606,-0.36410038,0.3854642385,-0.182742312,-0.272423353,1,fac2,1
v000607,0.3851049321,-0.180719077,-0.171700942,-0.216632579,1,fac1,1
v000608,-0.353091723,-0.409710395,0.9010825113,-0.07988919,1,fac3,1
v000609,-0.021940094,-0.409263906,0.577723134,-0.217359759,1,fac3,1
v000610,0.1938276625,0.2337056744,0.3386542024,0.1749437533,1,fac3,1
v000611,-0.04193502,-0.335852975,-0.00013453,0.795116015,1,fac4,1
v000612,0.3135919946,-0.325803585,0.342311631,0.2760486199,1,fac3,1
v000613,0.2840532358,-0.128072841,0.027577457,0.4183870041,1,fac4,1
v000614,0.1497415823,-0.565070756,-0.321244047,-0.061946914,1,fac2,-1
v000615,-0.128784128,0.5433027777,0.1357459472,0.2798372047,1,fac2,1
v000616,0.3808343101,0.1581421357,0.1896514372,0.07620567,1,fac1,1
v000617,0.2539824062,0.1582280762,0.1099909881,0.0665084209,0,,
v000618,0.3075732931,0.2337360685,-0.023813224,0.1105112052,1,fac1,1
v000619,0.1749126836,0.3496910565,0.1325316029,-0.11209957,1,fac2,1
v000620,0.4643549982,-0.053195091,0.0164350636,-0.304822514,1,fac1,1
v000621,0.2977267929,0.1987623407,0.1961922912,-0.094069327,0,,
v000622,0.1802577886,-0.199713282,0.3098658685,-0.148001487,1,fac3,1
v000623,0.2586737972,0.1262538538,0.3892937923,0.1124233082,1,fac3,1
v000625,0.4924257997,-0.142550911,0.1560520958,-0.153470635,1,fac1,1
v000626,-0.00918288,0.0209914653,0.6092762036,0.3901547351,1,fac3,1
v000627,0.0779996003,0.1676260417,0.030224917,-0.472975347,1,fac4,-1
v000628,0.4250405305,-0.19086359,0.2430975045,-0.020620894,1,fac1,1
v000629,0.3578892765,0.1999429558,0.034082307,0.1504070448,1,fac1,1
v000630,0.4884782677,-0.019512765,0.1795786846,-0.078588031,1,fac1,1
v000631,0.4635463299,0.0431012827,0.00571686,-0.001715443,1,fac1,1
v000632,0.0201779955,0.1997225042,-0.314571886,-0.369035686,1,fac4,-1
v000633,0.1989892204,0.041944019,-0.087104661,0.4874791475,1,fac4,1
v000634,0.2367066224,0.0854996744,-0.067158132,0.6896429708,1,fac4,1
v000635,0.1602253097,-0.073689533,-0.225066899,0.5184654298,1,fac4,1
v000636,-0.045070112,0.3943662932,-0.090306321,0.6032288987,1,fac4,1
v000637,0.0697253164,0.2005460812,-0.134656715,0.1509743843,0,,
v000638,-0.17717748,0.1891340027,-0.166288342,0.1686896526,0,,
v000639,0.1124542279,-0.479477234,0.252085326,-0.101926478,1,fac2,-1
v000640,0.2226923916,0.4702614763,-0.018188429,-0.185128248,1,fac2,1
v000641,0.0830419126,-0.597571148,0.3616120194,-0.059751752,1,fac2,-1
v000642,0.2605991484,0.3822562482,0.0397448678,-0.027903812,1,fac2,1
v000643,0.4045671599,-0.010015469,0.0366543418,-0.121483229,1,fac1,1
v000644,0.3713415815,0.1512913504,-0.101869927,-0.149610375,1,fac1,1
v000645,-0.408457375,0.2067746301,0.5526378378,0.1049531067,1,fac3,1
v000646,0.3839709294,-1.059542016,-0.457365826,-0.178782693,1,fac2,-1
v000647,0.4776552288,0.118120477,0.0614924365,0.0674705234,1,fac1,1
v000648,0.1929487896,-0.24847632,-0.268150568,-0.33410304,1,fac4,-1
v000649,-0.345642402,-0.245688041,0.7704549238,-0.133606526,1,fac3,1
v000650,-0.191778003,-0.234170619,-0.221384839,0.3301532296,1,fac4,1
v000651,0.3348249359,-0.460672949,0.0786478729,0.0301183638,1,fac2,-1
v000652,0.2539392433,0.0565533117,0.259220402,0.1405024415,0,,
v000653,-0.151774533,-0.148639866,0.6276080293,0.028161416,1,fac3,1
v000654,0.1937063753,-0.163025974,0.2769675859,0.212882172,0,,
v000655,0.284328862,0.2066867671,0.14338651,0.55111728,1,fac4,1
v000656,-0.028880596,-0.116785543,-0.277173787,0.1542313271,0,,
v000657,0.3497618442,0.0727144278,-0.0619569,-0.009609666,1,fac1,1
v000658,0.6727490136,-0.503430502,-0.207157042,-0.068125277,1,fac1,1
v000659,0.692799201,-0.668061933,-0.284394123,-0.090096099,1,fac1,1
v000660,0.0871014711,0.4916914208,0.0498052278,0.218614207,1,fac2,1
v000661,0.019264958,0.4153781163,0.1470559052,0.29628102,1,fac2,1
v000662,0.2088156384,-0.066441646,0.4893626666,0.1057000071,1,fac3,1
v000663,0.1375584645,0.3228648857,0.1476374956,0.0508258182,1,fac2,1
v000664,0.3095711659,0.2697462235,-0.214769816,-0.028232888,1,fac1,1
v000665,0.3937742869,0.0280414988,0.0286281078,-0.011818209,1,fac1,1
v000666,-0.235322431,0.2582771688,0.730010299,-0.053541097,1,fac3,1
v000667,-0.348645565,-0.448801865,0.6718995472,0.0333507732,1,fac3,1
v000668,0.1187974056,-0.706080525,0.0818125408,0.0019923325,1,fac2,-1
v000669,0.0762548737,0.0564152272,0.6330926713,0.1287258574,1,fac3,1
v000670,0.2314133311,0.0819418027,0.2772149292,0.0608939147,0,,
v000671,0.2005115165,0.2465437152,0.1522679683,0.493395686,1,fac4,1
v000672,0.1873658694,0.1783142264,0.1220088441,0.3449265659,1,fac4,1
v000673,0.2561999068,0.182406088,0.0180039613,-0.234388048,0,,
v000674,-0.082722168,0.1187732657,-0.046190926,0.7880118913,1,fac4,1
v000675,0.0479707291,0.6230175994,-0.015425509,0.026766398,1,fac2,1
v000676,-0.168523318,0.3794496727,-0.166758242,-0.066213475,1,fac2,1
v000677,0.1363208218,0.2160951683,-0.036283208,0.5516289346,1,fac4,1
v000678,0.2791648135,0.198075631,0.0401132836,0.1068892765,0,,
v000679,0.364522101,0.0265459506,0.0981129583,0.1259896755,1,fac1,1
v000680,0.1447891039,0.435187343,-0.041037405,-0.018282431,1,fac2,1
v000681,0.3491982089,0.1000275854,0.343728667,-0.104834,1,fac1,1
v000682,0.1320015101,0.1200495933,-0.327765374,-0.108621646,1,fac3,-1
v000683,0.1556908527,-0.211172803,0.1754878854,-0.22465573,0,,
v000684,-0.698126129,-0.061253518,-0.688061788,0.367864043,1,fac1,-1
v000685,0.2145024654,0.1045146619,0.1020023103,-0.06968031,0,,
v000686,0.1238624065,0.4420531569,-0.080014234,0.1312595592,1,fac2,1
v000687,0.0804623256,0.2938221174,0.1891900336,0.1610292109,0,,
v000688,0.0596173663,0.5626030331,-0.041707588,-0.018852456,1,fac2,1
v000689,-0.531134275,0.5913347585,-0.428592575,-0.389565971,1,fac2,1
v000690,0.0794890082,0.5883103352,0.0797564588,-0.099882784,1,fac2,1
v000691,0.2039250524,0.3166446141,0.0417092218,-0.254919316,1,fac2,1
v000693,0.2644786752,-0.071883079,0.352577136,0.2331093642,1,fac3,1
v000694,0.0522531696,0.2918861755,-0.233321489,0.0111570632,0,,
v000695,0.1490870425,0.1296229186,-0.293639475,-0.026936974,0,,
v000696,0.5248589502,-0.123631999,0.1252178446,-0.09478577,1,fac1,1
v000699,0.3665854774,-0.073587601,0.0633765763,0.1367572246,1,fac1,1
v000700,0.3015593073,-0.919421996,-0.443346843,0.2094382587,1,fac2,-1
v000701,0.3565541056,0.1715008098,0.0911491577,-0.340778904,1,fac1,1
v000702,0.3808770261,-0.136327765,-0.069462328,-0.041942786,1,fac1,1
v000703,0.3054272397,0.3441315002,0.0415283227,-0.062826882,1,fac2,1
v000704,0.1680120923,0.2314976821,0.1299064822,-0.073392864,0,,
v000705,0.3019822395,-0.721550097,-0.191435535,-0.206924925,1,fac2,-1
v000706,0.1630097407,-0.117606381,0.5310535692,0.0068289288,1,fac3,1
v000707,0.3894184569,-0.433472527,0.0556854768,0.3846118828,1,fac2,-1
v000708,0.3561538126,-0.038309559,0.1418161463,-0.063111636,1,fac1,1
v000709,-0.68077424,-0.529227858,0.5228546079,0.0796739938,1,fac1,-1
v000710,0.1270698078,-0.020710825,0.5110193976,-0.189815529,1,fac3,1
v000711,-0.202156664,0.4337857201,0.6080032249,-0.137113593,1,fac3,1
v000712,-0.379640604,0.3066733147,-0.092668924,0.7232758294,1,fac4,1
v000713,0.2015091384,0.271739696,0.1834929341,0.1583074562,0,,
v000714,-0.027076683,-0.247282051,0.5181724051,0.1340614959,1,fac3,1
v000715,-0.141580718,0.1147552229,0.6469973142,0.2008958773,1,fac3,1
v000716,0.300246391,0.1712776178,0.3278222488,-0.091399506,1,fac3,1
v000717,0.1485944823,0.0290831382,0.3840599561,-0.111480969,1,fac3,1
v000718,0.3062913092,0.2209648425,0.0712722879,0.0308550923,1,fac1,1
v000719,0.3260980851,0.1355525364,0.0271349725,0.0308812098,1,fac1,1
v000720,0.4921483739,-0.963822499,-0.350367813,-0.034291645,1,fac2,-1
v000721,-0.465141363,-0.244147362,0.7500640809,-0.213992588,1,fac3,1
v000722,-0.334783504,-0.525781053,-0.1116327,-0.226471843,1,fac2,-1
v000723,0.2726007135,0.2823736722,0.131202724,0.0579906402,0,,
v000726,0.2726955241,0.2605142431,0.0076521039,0.1456604421,0,,
v000727,0.2380456203,0.2497741769,0.0892919564,0.2762780552,0,,
v000728,0.0313439334,0.0167081262,-0.111833766,-0.021439545,0,,
v000729,-0.020715903,0.1523280415,0.4802007266,-0.004777992,1,fac3,1
v000730,0.0528022695,0.46411649,0.0192674555,0.0324674281,1,fac2,1
v000731,0.2669879227,-0.151505606,0.3183024539,0.071794955,1,fac3,1
v000732,0.2334145868,0.1350236067,0.1539134817,-0.146264013,0,,
v000733,0.3109602485,0.0952607609,0.1703996165,0.1906435425,1,fac1,1
v000734,0.311106814,0.3779181719,-0.001356572,-0.181159275,1,fac2,1
v000735,-0.01836394,0.2368874151,-0.108298244,0.5902039822,1,fac4,1
v000736,0.2202258974,0.2100374392,0.2645464401,0.1837362912,0,,
v000737,0.2568650915,0.2962583054,0.0985172758,0.0408686158,0,,
v000738,0.3299294172,0.0546971694,0.0534990557,0.0573422694,1,fac1,1
