_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,loaded,factor,pole
v000278,-0.199501671,-0.000447167,-0.265622534,-0.129196274,0.2897903051,-0.394087161,1,fac6,-1
v000279,-0.219693632,-0.328427285,0.5652464541,0.1389340989,-0.058628822,0.1508083285,1,fac3,1
v000280,0.3734565445,0.0171015843,0.1116145633,0.1346494784,0.0823416705,0.0441867961,1,fac1,1
v000281,0.1088564502,0.3477792644,0.0560299852,-0.032150518,-0.204899516,-0.409754758,1,fac6,-1
v000282,0.1017509339,0.4912118172,0.1008104139,-0.023863119,-0.018547346,0.0141104265,1,fac2,1
v000283,0.381987833,-0.317789118,-0.109901321,0.0558376355,0.0596482287,0.0651054472,1,fac1,1
v000284,0.0465087162,0.4230773958,-0.140777342,-0.167640443,0.4192937896,-0.08721313,1,fac2,1
v000285,0.3528211043,0.1840695133,-0.147099924,-0.234143061,0.2188247065,0.0608222547,1,fac1,1
v000287,-0.362286545,-0.048885927,-0.241156627,-0.214218149,-0.324279676,-0.193673036,1,fac1,-1
v000288,0.1817234506,0.1626324015,0.252949589,0.1487425129,0.1452798486,0.0390207755,0,,
v000289,0.1345171171,0.1566763698,-0.153304919,-0.414525156,0.0107860416,0.2039886855,1,fac4,-1
v000290,0.1867109719,0.3221893043,-0.066204321,-0.211814224,0.1389814874,0.2716175201,1,fac2,1
v000291,0.3871614139,0.0257431697,-0.173038729,0.1607141428,-0.324386603,-0.274339418,1,fac1,1
v000292,0.7957506337,-0.004181437,-0.025686231,0.0129521425,-0.059309587,-0.216005285,1,fac1,1
v000293,0.4890461824,-0.021289432,0.0255189071,0.0518163858,-0.013272615,-0.070222788,1,fac1,1
v000294,-0.144938331,0.1803255328,-0.220919705,0.2429838511,-0.003045079,-0.178884964,0,,
v000295,0.2134622049,0.0677283184,-0.074613072,-0.01031468,0.107389529,0.0442402468,0,,
v000296,0.3793859995,0.2395299537,-0.102279143,0.0672124866,-0.110069274,-0.085082384,1,fac1,1
v000297,0.2351753694,-0.219507092,-0.257397878,-0.087616139,0.2590753524,0.3186562996,1,fac6,1
v000298,0.3991363308,0.2820948407,0.1898100832,0.1631716878,-0.36358127,-0.019176329,1,fac1,1
v000299,0.3335588519,0.2084332652,-0.246820727,-0.048912108,0.0167443394,0.0963728132,1,fac1,1
v000300,0.2773623266,0.1172254115,0.1040323433,0.0722685665,-0.140040226,0.0077903197,0,,
v000301,-0.214382853,0.6400041157,0.0531265976,-0.116742684,-0.061628266,-0.054324482,1,fac2,1
v000302,0.0503311163,0.5074908577,-0.114984586,0.0553291424,-0.150369966,-0.000471581,1,fac2,1
v000303,0.344430218,0.0055479042,0.2271123579,0.004782743,0.0290944357,-0.009174664,1,fac1,1
v000304,-0.115556888,0.5869664789,-0.154864692,-0.10549313,-0.141539931,-0.385182209,1,fac2,1
v000305,0.423544118,0.1479577354,-0.117910073,-0.062017049,0.0289319401,-0.028379527,1,fac1,1
v000306,0.3606874202,0.0831838731,-0.134687128,0.0978358651,0.0154586421,0.0128620363,1,fac1,1
v000307,0.355039085,0.3605757793,-0.001694785,-0.225112464,-0.011756611,-0.066292268,1,fac2,1
v000309,0.1315603944,0.3686944753,-0.152317779,-0.020010568,0.0845594714,0.0381291951,1,fac2,1
v000310,-0.121663965,0.2947962877,-0.138227555,-0.088850998,-0.252297429,-0.304688764,1,fac6,-1
v000311,0.2076352216,0.6406936572,-0.082702265,-0.066809902,-0.201232172,-0.229829106,1,fac2,1
v000312,0.2688588733,-0.340164751,0.0701031503,-0.294842289,-0.351830306,0.2541846993,1,fac5,-1
v000313,0.106066665,0.1025730937,0.1408672027,-0.059357483,-0.101264049,0.1776022215,0,,
v000314,0.3447264188,0.1063042445,0.1283400395,0.1161869066,0.1878369158,0.0503400571,1,fac1,1
v000315,0.3298348429,-0.02491961,0.031245651,0.1137962694,0.0890240492,-0.00273162,1,fac1,1
v000316,0.0330795271,0.300093276,0.3876706718,-0.073581442,0.3861756665,0.1915650311,1,fac3,1
v000317,-0.329440944,0.030546749,0.3378748343,-0.015067649,-0.035580311,0.2270481428,1,fac3,1
v000318,-0.172705679,0.353549911,0.3166176128,-0.265612628,0.046567068,0.1851904396,1,fac2,1
v000319,0.1879492553,0.1952261641,-0.164665009,0.0244509623,0.0429893031,-0.116212958,0,,
v000320,0.4038965191,0.2440068152,0.0898709635,-0.349215508,-0.286201757,0.0146605501,1,fac1,1
v000321,0.1074523813,-0.183236929,-0.273964478,0.1738191692,-0.13616525,0.0120141049,0,,
v000322,-0.040308097,0.3117710545,0.3602022157,0.2858726928,0.0681114885,0.2701960091,1,fac3,1
v000323,-0.167394671,-0.441353567,0.9184287581,-0.308349799,-0.046371546,-0.242882242,1,fac3,1
v000324,0.0639954916,-0.256495335,0.4888928373,0.1183946346,0.0660881838,0.1740451002,1,fac3,1
v000325,0.0252931866,-0.251743562,0.2307366204,0.0567499698,0.4781613882,-0.142285625,1,fac5,1
v000326,-0.323544621,0.754004701,0.01690146,0.0762740746,0.023933485,-0.015351424,1,fac2,1
v000327,-0.288113394,0.2849353118,-0.205953782,0.0019944942,-0.379171799,-0.142992709,1,fac5,-1
v000328,0.2874366366,-0.0412985,0.0065907449,0.5651255024,-0.284964506,0.3567842689,1,fac4,1
v000329,0.2919640024,0.0541610317,-0.228784637,0.2422774783,-0.094582726,0.0973180404,0,,
v000330,0.1459551322,0.3271903894,-0.070331471,0.1454023259,0.57956794,0.1819866283,1,fac5,1
v000332,0.3317751274,0.156299984,0.112479844,-0.018778603,-0.210019131,-0.02473118,1,fac1,1
v000333,0.166274975,0.2018247227,0.1274035122,-0.040545939,-0.196215627,0.0568207491,0,,
v000334,-0.028723329,0.4018744739,0.0259374022,-0.209843576,0.0828105821,-0.019228099,1,fac2,1
v000335,0.0853014536,0.1086644831,-0.105663701,-0.132853927,0.030059793,0.2548521967,0,,
v000336,0.1161188009,0.2589627234,-0.056788281,-0.101411351,0.0124150286,0.2018428935,0,,
v000337,0.0124046863,0.5143307253,-0.198152813,-0.277282681,-0.082206497,0.2401588563,1,fac2,1
v000338,-0.068977595,0.6185815376,0.0573040904,0.0582304159,-0.185384999,-0.110865035,1,fac2,1
v000339,-0.492905362,-0.372176818,0.74267759,-0.160317333,0.2406723712,0.1345675649,1,fac3,1
v000340,0.1216768428,-0.027838251,-0.283341221,0.1248927794,0.0040958934,-0.024404912,0,,
v000341,0.4263023705,0.1159126232,-0.052151884,-0.013678919,-0.044375763,-0.027954181,1,fac1,1
v000342,0.3146859739,-0.031066509,-0.163090916,0.023876594,0.0667865703,0.3329386579,1,fac6,1
v000343,0.0084051093,0.3325374924,0.5434789877,-0.164692584,0.2151503703,0.1509556737,1,fac3,1
v000344,0.0253677188,-0.46169927,0.5690402875,-0.171264146,-0.257663727,0.0682764184,1,fac3,1
v000345,-0.4519554,-0.394431669,1.1346082063,-0.22678113,-0.180512135,-0.124945139,1,fac3,1
v000346,0.0370488404,0.1918732842,-0.220382464,-0.098640445,-0.113372737,0.7986653355,1,fac6,1
v000347,0.0110479678,-0.002427968,-0.061645276,-0.327914436,-0.028683541,0.1362771933,1,fac4,-1
v000348,-0.743812058,-0.375088702,1.0249846714,-0.249050327,-0.116762894,-0.194050401,1,fac3,1
v000349,0.4567038955,0.2207071266,0.0691354224,-0.227541507,0.1484885486,-0.13914949,1,fac1,1
v000350,0.3363966372,-0.259561728,-0.286588994,0.156412452,-0.464116889,-0.033601493,1,fac5,-1
v000351,0.3697896657,0.0114763279,0.0220882252,0.1437611143,0.000510625,-0.044122593,1,fac1,1
v000352,0.1346302586,0.1608010225,-0.121483067,-0.032494418,-0.131822531,-0.086004524,0,,
v000353,0.4862639787,-0.045457664,-0.148119398,0.0065066603,0.1170209287,0.0914248388,1,fac1,1
v000354,0.1049992612,0.6724043715,0.0200337023,0.0127006411,-0.131765614,-0.119703485,1,fac2,1
v000355,0.199032507,0.0551182901,0.0897644152,0.097447057,0.5949029425,0.3887338803,1,fac5,1
v000356,-0.3414016,0.8188469366,-0.214326386,-0.254729675,-0.03129617,0.3058484585,1,fac2,1
v000357,0.3012554927,0.2885212081,-0.11895816,-0.002294471,-0.156814708,0.0679743903,1,fac1,1
v000358,0.3660463521,-0.116983411,0.4021376003,-0.018793634,-0.148218554,0.2126493502,1,fac3,1
v000359,0.0166435779,0.3796135726,0.085399733,-0.089663504,0.2320326956,0.0266883476,1,fac2,1
v000360,0.220564314,0.3589124288,-0.230054918,-0.061021129,-0.350571841,-0.27095193,1,fac2,1
v000361,-0.228037407,0.4207734325,-0.083013334,-0.193365424,-0.492458607,-0.26218632,1,fac5,-1
v000362,0.5069111459,-0.220217163,0.0819904414,-0.12080241,0.2628245457,0.1444454898,1,fac1,1
v000363,-0.866850477,-0.20484634,-0.20368455,-0.238464587,-0.357978965,-0.088138434,1,fac1,-1
v000364,0.224882789,0.3953568348,-0.063421143,-0.207745765,0.0546996115,-0.062553342,1,fac2,1
v000365,-0.144779892,-0.426941221,0.9925213962,-0.105676007,-0.064184951,-0.218902207,1,fac3,1
v000366,0.3565722242,0.1829117211,-0.183140448,-0.276966848,0.0393237769,0.1291185619,1,fac1,1
v000367,0.0527480346,0.1540086167,0.3523482841,-0.137029026,0.0549947926,0.1326967831,1,fac3,1
v000368,0.170200905,0.2211478168,-0.357057677,0.0656051011,0.2960263947,-0.013942345,1,fac3,-1
v000369,-0.026059011,0.0545863307,0.6853440012,-0.293856936,-0.014989871,-0.068000344,1,fac3,1
v000370,0.0894487134,0.4740828106,-0.135331793,-0.138026566,-0.096058913,-0.024304001,1,fac2,1
v000371,-0.048150566,0.1184940595,-0.18709692,-0.1816809,0.3034029764,0.1825942925,1,fac5,1
v000372,0.1657327417,0.2088835304,-0.078585804,0.0133324282,-0.10874641,-0.107248175,0,,
v000373,0.3255303424,0.1138562933,-0.017088838,0.400749929,-0.23087655,-0.002445856,1,fac4,1
v000374,0.1908604377,-0.019803765,-0.081470278,-0.070185248,0.17533039,0.162748208,0,,
v000375,0.224869262,-0.468977065,-0.256023756,-0.229876025,0.2271577536,0.3776992305,1,fac2,-1
v000376,0.1532058179,-0.170044874,-0.250586755,-0.26106163,-0.351714868,-0.171508291,1,fac5,-1
v000377,0.2244133489,-0.510924419,-0.188601958,-0.128471482,0.0114423422,-0.409376012,1,fac2,-1
v000378,0.4116173931,-0.124030025,0.2105246684,-0.071707818,-0.090309755,0.1207688679,1,fac1,1
v000379,0.1883076641,0.5262751491,-0.003814297,0.1675270654,0.026179917,0.0046094838,1,fac2,1
v000380,-0.06906073,-0.453662293,-0.380026054,-0.271833741,0.9700620812,-0.377143232,1,fac5,1
v000381,-0.036746681,-0.077426523,0.0619492238,0.0262502955,0.2802288689,0.1859202134,0,,
v000382,-0.056366252,-0.170673486,0.1540226935,-0.046611479,-0.18804874,1.0776451745,1,fac6,1
v000383,0.0753353018,-0.017082456,-0.176272008,-0.128469995,-0.118013639,-0.168418962,0,,
v000384,0.0633131934,0.1560050977,-0.11277875,-0.165107208,-0.104456293,0.4772625381,1,fac6,1
v000385,0.0643660554,0.159527862,0.0989944335,-0.152962947,0.0535717401,0.1012805695,0,,
v000386,0.3633188728,0.043578183,0.312387984,-0.043609821,-0.096982545,0.0738738933,1,fac1,1
v000387,0.3709928978,0.0407242296,-0.00351499,-0.001912962,0.046990448,0.0451480074,1,fac1,1
v000388,-0.291239533,-0.475251419,-0.401655131,-0.213535231,-0.150576408,-0.018145799,1,fac2,-1
v000389,0.2615366178,-0.017495474,0.226297757,0.072094879,0.2753924859,0.2053781915,0,,
v000390,0.2798214944,0.430138139,-0.172824688,-0.147347801,0.1283637209,0.0828995503,1,fac2,1
v000391,0.0783456219,-0.213840912,-0.260820689,0.0972547214,0.1003662857,0.0793455547,0,,
v000392,0.3702280228,0.2124083117,0.2017502597,-0.158999303,-0.318801199,-0.040401541,1,fac1,1
v000393,0.4423866981,0.1724663753,-0.001152309,0.0678329122,-0.1200755,-0.059663414,1,fac1,1
v000394,-0.030850612,-0.263890565,-0.015671353,0.1346931338,0.8355955114,-0.00467088,1,fac5,1
v000395,-0.250723711,-0.357989082,-0.406595333,-0.099404302,-0.037157697,-0.041846414,1,fac3,-1
v000396,0.3145587527,0.1586982938,0.0023656814,-0.062565961,0.1026973722,0.1016827464,1,fac1,1
v000397,0.2939606364,0.0832904031,0.1124363838,0.2003882235,0.1385483086,0.0491885629,0,,
v000398,-0.075170945,0.0322639741,0.8494240884,-0.260054279,-0.006365441,-0.105746885,1,fac3,1
v000399,0.3415931876,0.1466100465,-0.056338922,-0.215530035,0.1062748955,0.1002106685,1,fac1,1
v000400,0.2282471999,0.1934439793,-0.06981698,-0.359918876,0.0499687499,-0.050503128,1,fac4,-1
v000401,0.4261332948,-0.079730135,-0.012019561,0.0515449791,0.0600743728,0.2100713716,1,fac1,1
v000402,0.3863817834,-0.232699292,0.0539370114,-0.009629263,0.217293806,0.3308178076,1,fac1,1
v000403,0.3819756035,0.3417079316,-0.028543161,-0.09339077,0.1317342787,-0.145601935,1,fac1,1
v000404,0.3977526699,-0.091043248,0.2623763372,-0.087984281,0.1770324338,-0.156460465,1,fac1,1
v000405,0.330665013,0.1336823831,0.0809471697,0.052324373,0.1907013546,0.0591027921,1,fac1,1
v000406,0.3928047026,0.1020947507,-0.126148322,0.1139723319,0.2168967306,0.158327201,1,fac1,1
v000407,0.0340644455,-0.205876507,0.0840891955,0.9765948062,-0.08732602,0.4172875524,1,fac4,1
v000408,0.0549475166,0.5745452919,-0.103886268,0.2007924438,-0.166358377,-0.150669111,1,fac2,1
v000409,0.1187125485,-0.159193255,0.1722593772,0.3574368326,0.0127930283,0.6570503703,1,fac6,1
v000410,-0.168077765,-0.408864288,-0.226346757,-0.104673072,-0.364079106,-0.231799394,1,fac2,-1
v000411,0.269286426,-0.110213873,-0.04019922,-0.337121562,0.1749085696,-0.00698981,1,fac4,-1
v000412,0.0180454161,0.737866894,-0.049110068,-0.034028212,-0.001271686,0.1721979805,1,fac2,1
v000413,-0.354344274,0.377100534,-0.29787287,-0.470011695,-0.128653158,0.0284649293,1,fac4,-1
v000414,-0.632153489,0.5874688966,-0.218096999,-0.426015372,-0.129217942,0.1116084232,1,fac1,-1
v000416,0.1915446178,-0.011232041,0.0776468071,-0.037494772,0.2972416738,0.3075678166,1,fac6,1
v000417,0.2532653075,0.0972703477,-0.067112353,0.0237981249,-0.011888839,0.5125316472,1,fac6,1
v000418,0.1597111007,0.104937833,-0.145438519,-0.019503973,0.2702785632,0.0119537728,0,,
v000419,0.2636226034,-0.152859691,-0.241058639,-0.015324511,-0.262705245,-0.148170886,0,,
v000420,0.0727010155,0.3669517398,0.1067960158,-0.175769753,-0.08674762,0.3270290364,1,fac2,1
v000421,-0.34057936,-0.387146571,0.5004408223,0.5585406569,-0.307431901,-0.044458514,1,fac4,1
v000422,0.0185815115,-0.240403534,0.1254776114,0.8619744163,-0.044017836,0.4933880276,1,fac4,1
v000423,0.2185933381,0.3158578229,0.1751971977,0.6597415748,0.0617748541,-0.000125369,1,fac4,1
v000424,-0.393671179,-0.299634077,-0.331683849,-0.103302511,-0.175071412,-0.230804942,1,fac1,-1
v000425,-0.410077452,0.0950745389,-0.199033772,-0.077384573,-0.151939908,-0.027664833,1,fac1,-1
v000426,0.3573923075,0.1414199067,-0.107073348,-0.095962007,0.2644906694,0.0854630582,1,fac1,1
v000428,0.2097818355,0.1330232237,-0.182849026,-0.109688735,0.1519516027,0.2391660904,0,,
v000429,-0.046580376,-0.514107659,-0.305662647,0.9047678784,0.0040691555,0.2510734417,1,fac4,1
v000430,0.3016329683,0.1764199614,-0.052562136,0.0545542005,-0.043130991,0.0775493414,1,fac1,1
v000431,0.1862742178,-0.024921109,0.0987494889,0.1476820844,0.1619273447,0.2702296506,0,,
v000432,0.2625842446,0.0720327591,-0.097908537,0.1941731031,0.0708232392,0.0271271922,0,,
v000433,0.0449405035,0.3259794101,-0.281557025,-0.277829794,-0.022529569,0.3331472817,1,fac6,1
v000434,-0.291301095,0.5113639696,-0.06862646,-0.292043519,0.3780946567,-0.092041749,1,fac2,1
v000435,0.1492586993,0.2100577943,-0.039519583,0.0642297616,-0.102376249,0.102702301,0,,
v000436,0.261175443,0.3911157201,-0.040498588,0.0567323955,-0.164834184,0.0223567802,1,fac2,1
v000437,0.4017819684,-0.029813934,0.1236966639,0.158494182,-0.040753389,-0.013875962,1,fac1,1
v000438,0.1362242749,-0.117831563,0.5061726822,-0.030962776,0.5927952222,0.1447845273,1,fac5,1
v000439,-0.331642543,-0.209395044,0.7352340166,0.014780987,0.1043920505,0.0852465537,1,fac3,1
v000440,0.3600565119,0.1833133568,-0.085236,-0.015702983,-0.144514164,0.0754316479,1,fac1,1
v000441,-0.384102336,-0.211610794,0.8735606175,-0.295846876,-0.308205987,-0.095227207,1,fac3,1
v000442,0.54159802,0.0540337837,0.0429579925,0.1599900958,-0.062633797,-0.032226058,1,fac1,1
v000444,-0.088998434,0.641870902,0.3426725609,0.1193769498,-0.135316127,0.0362283765,1,fac2,1
v000445,0.1737963032,0.1344438686,0.5593917127,0.0510822563,0.2856133812,-0.201713155,1,fac3,1
v000446,0.3661593767,0.1949550816,-0.133374007,-0.280300406,-0.013278624,-0.104312469,1,fac1,1
v000447,0.4846798592,-0.130446249,-0.153965394,0.3984920606,0.0811655326,-0.048760037,1,fac1,1
v000448,-0.769210778,0.6006971973,-0.251500363,-0.415221886,-0.079030207,0.1352826356,1,fac1,-1
v000449,0.3803660144,0.1386995377,0.0345820337,-0.175471003,0.374998932,0.0400691713,1,fac1,1
v000450,0.0972317638,0.4985090221,0.3199677759,-0.028975463,-0.014098953,-0.2241064,1,fac2,1
v000451,0.2592951259,0.070053487,-0.168940176,0.0978231553,0.0487889385,-0.072598492,0,,
v000452,0.3829749456,0.1330893495,-0.116571255,0.0164703482,-0.078178892,0.032991586,1,fac1,1
v000453,-0.026324224,-0.129157912,0.4635621296,0.4748022836,0.4933511378,-0.045007528,1,fac5,1
v000454,0.2918495728,-0.266740342,-0.057017376,-0.269636396,0.3587516157,0.3772300213,1,fac6,1
v000455,0.1055910245,-0.140074628,-0.196734082,-0.342920897,0.6310128544,0.0071788439,1,fac5,1
v000456,0.1983122644,0.3469435114,0.056837718,0.0878757759,-0.158946626,-0.055901028,1,fac2,1
v000457,0.0953049928,0.3108678119,-0.235900409,-0.190662621,-0.024895536,0.1356793967,1,fac2,1
v000458,-0.288742257,0.5532954055,-0.013243136,0.220486414,0.0053148969,-0.033653336,1,fac2,1
v000459,-0.626167747,-0.662555913,-0.53599642,-0.260571522,-0.068425254,-0.217506287,1,fac2,-1
v000460,0.2695143095,-0.10548751,0.6863278408,-0.056127654,0.1537101878,-0.098056232,1,fac3,1
v000461,0.1818597814,-0.330726409,0.0646083413,-0.2216875,0.3636441303,-0.30560326,1,fac5,1
v000462,0.1078336339,0.5387386781,0.0883923283,-0.022763426,0.0117413939,0.0884178523,1,fac2,1
v000463,-0.393704534,-0.452127559,-0.063073355,-0.179631049,-0.511235202,-0.278957517,1,fac5,-1
v000464,0.3962637111,0.0432561061,-0.31037023,-0.132512988,0.1338222099,-0.073195377,1,fac1,1
v000465,0.0792538816,0.0735709058,-0.264237553,-0.177453339,-0.232128511,-0.30020787,1,fac6,-1
v000466,0.112690207,-0.228165317,-0.134952753,-0.040551197,-0.014773006,-0.529032212,1,fac6,-1
v000467,0.0601803407,0.1833136657,-0.025304884,0.2009517435,0.1706543086,-0.127408188,0,,
v000468,0.0266999989,0.2696389134,0.0724055988,0.1325886931,0.2925101208,-0.047692189,0,,
v000469,-0.57412023,0.2681922602,-0.046840068,0.2411449958,0.1207142914,-0.060030444,1,fac1,-1
v000470,-0.427176068,0.376789099,-0.291823063,-0.045305379,-0.232604106,-0.162122039,1,fac1,-1
v000471,0.1804766294,0.5922317161,-0.160120811,0.3294673753,0.0530254336,-0.053343272,1,fac2,1
v000472,-0.20376513,-0.703981213,-0.545807389,0.898222379,-0.183499526,-0.24171861,1,fac4,1
v000473,0.2194977128,-0.430152509,-0.266490127,-0.434478751,0.1343810921,-0.178592043,1,fac4,-1
v000474,0.0972988578,0.0146716307,-0.179515791,-0.034299571,0.032427778,-0.129805934,0,,
v000475,0.2911679443,0.1848426058,-0.00856786,-0.310192162,-0.014604414,0.1287882951,1,fac4,-1
v000476,0.1617496381,0.5310816953,-0.006538575,0.1401700969,-0.003085696,-0.157847378,1,fac2,1
v000477,0.0643835577,-0.23628161,-0.360017569,-0.030296741,-0.18131201,0.1979515222,1,fac3,-1
v000478,0.5772029015,0.0379373739,0.0070121896,-0.196679416,-0.119471128,-0.070069902,1,fac1,1
v000479,0.2087305702,0.1114263924,0.2425392345,0.0682664484,0.0591689213,0.0252951038,0,,
v000480,-0.16688813,-0.176658721,-0.234787377,0.4348635519,-0.105689305,0.2329013355,1,fac4,1
v000481,-0.440766993,-0.32615946,-0.378791031,1.1065145273,0.1978359908,-0.167075401,1,fac4,1
v000482,0.042300552,0.5375528157,0.0231402904,-0.092057804,0.1078436616,0.0726413223,1,fac2,1
v000483,-0.498763766,0.1232668754,-0.357365675,0.3516547262,0.1865019934,-0.28586131,1,fac1,-1
v000484,-0.315432931,0.7342293892,-0.030234479,-0.188802691,-0.091193369,0.67971869,1,fac2,1
v000485,0.744551331,-0.041110777,-0.081026482,0.0472880623,-0.266975846,-0.21870338,1,fac1,1
v000486,0.3875804415,-0.095572771,-0.106320598,0.0336769055,-0.005898272,-0.184092567,1,fac1,1
v000487,0.3166175235,-0.01670396,-0.013112417,0.1118719134,-0.17406322,-0.237696871,1,fac1,1
v000488,-0.007868896,0.1976750094,0.9165184756,-0.064943721,-0.104171732,0.1217779569,1,fac3,1
v000489,-0.08549599,-0.371296289,-0.261955586,0.016809105,0.8749540382,-0.250651535,1,fac5,1
v000490,0.4722127057,-0.034041846,-0.133375484,0.0704553168,-0.152607125,-0.00226382,1,fac1,1
v000492,0.4986638342,-0.288511851,-0.130601123,-0.170354868,-0.373351477,-0.335607012,1,fac1,1
v000493,0.4073182593,0.0405514634,0.0403145491,-0.098422579,-0.12778934,0.310026924,1,fac1,1
v000494,0.3062439285,0.0117490097,0.0781418683,0.2553725826,-0.009388992,-0.010077416,1,fac1,1
v000495,0.366952165,-0.016724741,-0.057176388,-0.102028714,-0.232793429,0.225503152,1,fac1,1
v000496,0.4857147392,-0.045829838,0.0251746084,0.291456722,-0.10476561,0.003965158,1,fac1,1
v000497,0.1445235915,0.6041250443,-0.163207713,0.1046472188,0.0899086778,-0.274534632,1,fac2,1
v000498,-0.825943889,-0.488126147,-0.423085873,-0.191671779,-0.287447908,0.0430264142,1,fac1,-1
v000499,0.1247086208,-0.037695488,0.0847575821,-0.18955864,0.5450742622,0.2607707435,1,fac5,1
v000500,0.5292860114,0.1147690721,-0.043987668,0.014942759,-0.038137017,-0.105055367,1,fac1,1
v000501,-0.07375389,0.5311248821,0.0861142991,-0.125331211,0.0053702102,0.4641938938,1,fac2,1
v000502,0.4561365429,-0.145897524,0.0982959834,0.1062394264,-0.050071107,-0.044188677,1,fac1,1
v000503,0.3401956543,0.0437444718,0.1019510667,0.0588052402,-0.230478626,0.1103809099,1,fac1,1
v000504,-0.045484262,0.0033719118,-0.05853032,-0.197914402,-0.119646221,0.0390927927,0,,
v000505,0.3825663712,-0.020112636,0.4597331648,-0.027238281,0.0745728691,0.0311817794,1,fac3,1
v000507,0.506937307,0.3582177924,-0.039634483,0.0275945881,-0.00464369,-0.272947137,1,fac1,1
v000508,0.2330696288,-0.012293316,0.0420877438,0.2163125495,-0.175160383,-0.028538605,0,,
v000509,0.380117684,0.0552035168,-0.105930419,0.2168849518,0.0703996892,0.1281523935,1,fac1,1
v000510,-0.256654433,0.3769528679,-0.146110753,-0.392736781,-0.077345325,0.501204772,1,fac6,1
v000511,-0.199376503,-0.365457356,-0.391311722,-0.326618359,-0.219837186,0.0973911964,1,fac3,-1
v000514,0.3239790475,0.1184833506,0.1018577926,-0.260870493,0.2414084226,0.0130443409,1,fac1,1
v000515,0.6543135293,-0.020620902,0.0425651117,-0.108416615,0.0451624909,-0.308356542,1,fac1,1
v000516,0.0687497911,-0.196235167,-0.263473756,-0.307157729,-0.05177425,-0.194491412,1,fac4,-1
v000517,0.4817169849,-0.024203637,0.0482704768,0.0490955932,0.1397445118,0.0240044441,1,fac1,1
v000518,-0.20930723,-0.086743491,-0.085901763,-0.311843755,-0.330750657,-0.047485708,1,fac5,-1
v000519,-0.020447578,-0.300824125,1.0569391692,-0.253810178,0.0920188345,-0.214580781,1,fac3,1
v000520,0.1238365312,-0.378199503,0.6456694439,-0.171162599,0.4491948978,-0.12782134,1,fac3,1
v000521,0.2817105005,0.2300605053,-0.098261181,-0.069652385,0.092265356,0.0869235515,0,,
v000522,0.4743667034,-0.008576521,-0.086780305,-0.004299922,-0.267939382,-0.047023586,1,fac1,1
v000524,0.439917113,-0.035302062,0.0272211881,-0.039675647,0.0002011704,0.0239680926,1,fac1,1
v000525,0.4100020529,-0.013882541,-0.046873704,-0.059174313,-0.064809458,0.0586686997,1,fac1,1
v000526,0.291031965,0.0493945658,0.1402859231,-0.088949075,0.4613960316,-0.109636467,1,fac5,1
v000528,0.1949619684,-0.009324395,-0.016354525,0.0307275337,0.0263675603,0.2360031888,0,,
v000529,0.0179440573,-0.293913225,-0.246052954,-0.292463167,0.2395013504,0.2783726288,0,,
v000530,0.2972655626,-0.073723873,-0.094700261,-0.128309622,0.0570758363,0.1929370562,0,,
v000531,0.1625775458,0.1292630355,-0.044055192,0.4454905527,-0.014705092,-0.01982147,1,fac4,1
v000532,0.3750258521,0.1161199424,0.0958136125,-0.027135367,-0.047807905,0.0981094409,1,fac1,1
v000533,0.0163360604,0.1919311119,0.6269641262,-0.040479072,-0.038194533,-0.165368736,1,fac3,1
v000534,-0.35540826,-0.451792922,-0.448816356,-0.389241376,0.4037384198,-0.196101539,1,fac2,-1
v000535,0.4383995645,-0.155849468,0.0370207719,0.0319695324,0.1193639082,0.0435030588,1,fac1,1
v000536,0.4494107443,-0.143028935,-0.057941245,0.2539544893,0.0088598855,0.1102661431,1,fac1,1
v000537,0.1548796291,-0.056545169,-0.127947979,-0.144242109,0.9148455553,0.2855831906,1,fac5,1
v000538,0.080826343,-0.324583487,-0.319227106,0.2220640496,0.1833328441,-0.295560898,1,fac2,-1
v000539,0.3590325216,0.2019509567,0.0017982555,0.0009172532,0.0668995454,-0.027082729,1,fac1,1
v000540,0.4450232542,-0.044948259,0.2513187776,-0.063259331,0.0158255365,0.0893555996,1,fac1,1
v000541,0.4347592419,0.2665801408,-0.026776995,-0.002383612,0.0048921336,-0.27903177,1,fac1,1
v000542,0.1329055111,0.5170889548,0.0008595445,0.1471520085,-0.184233266,0.0191369986,1,fac2,1
v000543,-0.041057165,0.4087225094,0.3944390787,-0.041981036,-0.15391425,0.0043692984,1,fac2,1
v000544,0.4120936423,0.2573376395,-0.075285526,0.0187735398,0.151486448,-0.006836914,1,fac1,1
v000545,0.265840662,0.1269992435,-0.139701151,-0.066110066,-0.081934887,0.0974690059,0,,
v000546,0.329978056,0.2632443082,0.2778314053,-0.292812572,-0.299935517,0.1384088403,1,fac1,1
v000547,0.1960049669,0.1273960102,-0.151567457,-0.014751589,0.0635763599,0.1008101582,0,,
v000548,0.0550029887,0.0466584305,-0.317102863,-0.036233898,-0.234520986,-0.006114448,1,fac3,-1
v000549,0.4793503531,-0.295885557,-0.162579782,-0.225994264,0.2676424959,0.0610368362,1,fac1,1
v000550,0.5325310824,-0.123888685,-0.104085443,-0.031763063,0.1490210667,0.006465326,1,fac1,1
v000551,0.3425625755,0.1143053462,-0.206581179,0.0841066452,0.0116907196,0.0343341925,1,fac1,1
